id,text,label
38,"Book of Chance

I had just finished reading 'The Food of Love' by Anthony Capella since I had nothing to do, but read. Mind you, reading is one of my favorite pastimes.I had recently bought a series of books. The Food of Love was just one of the books I just picked up so I can get that 'three for the price of two' deal at Waterstones in London (British's equivalent of Barnes&Noble;). I wasn't really interested, but it was one of the more interesting options I had. Well, I'm glad I made the right choice! I started reading it last night and I haven't put it down since.If you love food and a little romance, which I am both fond of, it's an excellent book to read. Mr. Capella was remarkably thorough in his description of the rich and textured Italian dishes that the words assails you with a sense of smell and taste that leaves you hungry for more. This book took me by surprise and I'm sure you would not be disappointed.",positive
16,"Simple, Durable, Fun game for all ages

This is an AWESOME game! Almost everyone know tic-tac-toe so it is EASY to learn and quick to play. You can't play just once! The twist is that your pieces are slightly different sizes - just big enough to gobble up your opponent. The first person to make tic-tac-toe wins, but it's not as easy as it looks when you're stuck in the mindset of just making three in a row and forget about the gobbling possibilities! My 4 and 5 year olds will beat me even when I'm trying to win! Excellent beginning critical thinking game. Grandparents loved playing it with the kids too.",positive
462,"Ecelente producto

Funciono sin ningun inconveniente de acuerdo a lo informado en las caracteristicas.Recomiedo el mismo a todo el que necesite un colchon inflabe comodo y de rapido armado.Muy bueno el sistema de bomba de aire incorporado al mismo elemento, no esnecesario nada mas para utilizarlo.",positive
272,"Repetitive and monotone

I really wanted to like this book based on the title and the cover art. Instead, I found myself not caring about the narrator whatsoever. She repeats the same few thoughts throughout the entire book. She reminds the reader that her mother is dead and that nobody loves her so many times that I stopped caring about her situation. Her repetition and monotone voice stops the narrator from being truly developed as a character that we can connect with. Some parts of her story seem unnecessary and pointless as they don't really lead to anything of interest later on. Her characterization was too direct and left nothing for the reader to consider for themselves. The title is extremely misleading as we learn absolutely nothing about her mother- aside from her death during childbirth. I am unable to find anything positive to describe about this book, sadly.",negative
710,"This CD Rulez

I think that this is one of the best CD's ever. I really like the song ""Gravity"" and ""Next Time"". Those are the best songs on the CD. Everone should get this CD. It is a must.",positive
811,"Weird Weird Weird Weird!!!!!!

This book started out weird and ended up wierd and boring! The author has a good idea. We should read instead of watching TV, but if this book is one of the choices you had better turn the TV back on. I mean who in his right mind would ever write a book with 4 wall TVs, robot dogs, and burning books. And the story never really had an ending. It just stopped, I guess to end the boredom. I think the author had to get some sort of deal with all the teachers to assign this book. How else would it get on the required reading list? Maybe he gives 50% of the profits from sales. Please don't buy this book, you are supporting a lunatic.",negative
258,"SHAME ON YOU MR. KEEL !!!

Let me just start by saying that the "" MOTHMAN PROPHECIES"" is not a novel, nor is it a coherent story. It starts strong, just enough to draw you in, then it goes down the spectral energy crap hole. Were led to believe that Mr. Keel is a sensiable, unbiased investigator, when really he's a parinoid delusional whack. I'm only 15, and I don't buy a word of it!!! see the movie instead.",negative
805,"Fahrenheit %0ZERO0%

Fahrenheit 451 by Ray BradburyI didnt really like this book, it was all just people rambling on and on about how there life sucks, the whole worlds sucks, and burn books. I dont know how you could enjoy this book. People just talk to talk in this book. Its about a guy named montage that is a firefighter. He burns things instaed of putting fires out. He meets a wierdo girl who talks nonsense, this guy starts to think what hes doing starts reading books and gets caught. He then has to burn his books. He doesnt want to go to jail so he Runs away.",negative
666,"Sure she's a little annoying... BUT.

Yes, by reading every review we all know by now that Sheri is a wee bit annoying, and her ""participants"" are an interesting sort of people, AND YES it did put my husband in a coma like trance everytime we watched it. BUT everything in this DVD is so valuable! I learned everything I needed to know through this DVD without taking more time off work to go to classes. And since it was always available to me by the touch of a button I was able to review the important things while I was acually in labor. I had to kill time waiting for my contractions to be 5 mins apart before we went to the hospital, so I popped in the DVD, and trust me my husband was no longer in a trance, he was taking notes! This was my first child and thanks to Sheri my labor was only 12 hour and I only pushed for 20 mins, 3 good ones and he was out! I think doing what Sheri says and waiting till your dialated 5 cm before you get an epideral was really key.",positive
566,"Really funny and exciting

I'd say this book is extremely informative for the responsible, occasional sit at home drug user. I read it and learned a few things about the law I didn't know about. Definately a must read for anyone who uses any drugs whether it be a little or a lot. If you're a dealer it gives you an outlook of legal information, but one of the author's commandments in the book is ""Thou shall not sell"" which every dealer already knows. The only rule for dealers is DON'T GET CAUGHT.",positive
815,"It worked

Yep. Motorola knows how to make an automobile power cord. Has a convenient on off light that you'll never miss. It's big and bright.",positive
612,"Here's what really happened...

The John Houseman character from the excellent James Caan original version, jumped into a time machine with the intent of destroying the social commentary critical to multinational monopolies from the first film and spreading cultural plastics so prevalent in his future history. The result is dumbed down junk where you must give up the idea of wondering how movie executive's decisions are made. I think he did a good job.",negative
33,"This book was a great book that i have read many times!

This book was so great! I loved and read it so many times that i will soon have to buy a new copy because my last one fell apart. I just hope that there is a follow up on this story because I want to know if Mary-Lynette and Ash get together.",positive
331,"Transformers: Dark of the moon

All I can say is AWESOME, the family loved it and was so very HAPPY to watch and enjoy on a great family evening, Thanks Bunches!",positive
769,"NOT RECOMENDED DO NOT BUY THIS WARMER

hi i bought this warmer for a vacation trip, i was really dissapointed, it wasnt even 3 minutes that i had it on for the first time and it started to get ON FIRE!!!! melted plastic all over the place smoke like crazy all around the car it is VERY UNSAFE DO NOT BUY THIS PRODUCT DO NOT SPEND YOUR MONEY DONT PUT YOUR BABY IN DANGER IF YOU HAVE THIS PLUGGED IN YOUR CAR, CUS THE WARMER MIGHT GET ON FIRE, MINE DID!!!! i hope this review helps you, i wont EVER buy this product EVER again.",negative
417,"GREAT ITEM

I find this item to be more than expectedand I think everyone should consider buying oneI will tell everyone about it",positive
571,"Buy this now!

Very attractive, solid and sturdy, materials are very well organized. Not the cheapest, but well worth it -- especially at the discount Amazon provides... And then there's the content -- top notch stuff, perfect.",positive
